0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,name,index
0.0020013428,0.0022097016,-0.0019151306,-0.0016390228,0.00068328856,0.0015105439,0.00047042847,0.00010566712,-0.0018017578,0.0011092377,-0.0021781921,0.0006247711,-0.0003756714,-0.00047859192,-0.0016578675,-0.0009410858,0.0012896728,0.0015126801,0.0014845276,0.00079872133,0.0007723999,-0.0019013215,-0.0020478822,0.0024848175,0.0019006347,0.0015450286,-0.00030197145,0.0020078279,-0.00024749755,0.00036735536,-7.461548e-05,-0.0014916229,0.00065612793,-0.00066871644,-0.0019126892,0.0023770905,0.0021896362,-0.0005475616,-0.000113067625,0.0002545929,-0.0018188476,-0.0020035552,0.0022773743,3.15094e-05,-0.0012911988,-0.0015210724,-0.0015382385,0.00084846496,0.000100708006,0.0006655121,-0.0021067811,-0.0019039154,-6.5002445e-05,0.0005718231,0.0012748719,-0.0015850067,0.0020397948,0.00046348572,0.00055984495,-0.00030418395,0.0014932251,-0.0011438751,-0.0010487366,0.0010791778,-0.00037658692,0.0005153656,0.0009022522,-0.0020442964,-0.0009915162,0.0014568329,0.0021159363,0.0019660187,-0.0015234374,-0.0010538483,-0.00045455934,0.0010007477,-0.0018942261,0.0014989472,0.0013938904,-0.00079948426,-0.00077575684,-0.0011191559,0.0021144105,0.0019559478,-0.0005899048,0.0021074677,0.0024101257,0.0009076691,0.002491455,-0.0015555572,-0.0007658386,-0.0010536957,-0.0014535523,0.0014073944,0.00078964233,0.00021247864,-0.0010968017,0.00076194765,0.0015296936,9.681701e-05,0.0011398315,-0.0024762726,0.0021574402,0.00023994446,-0.00091552734,-0.0010416412,-0.00037399292,-0.0014675141,-0.0021847533,-0.0014185333,0.0021385192,-0.00088493346,-0.0013397217,0.0011586761,-0.0008518982,0.0023783112,-0.00080230716,-0.002294388,0.0013578796,-3.715515e-05,-0.0017443848,0.0004878998,0.0007209778,-0.00024070739,0.0009121704,-0.001978836,0.00044052125,0.00090827944,-0.0015045166,7.1029666e-05,-3.036499e-05,-0.0011995697,-0.0014163208,-0.002346878,1.1444092e-05,7.637024e-05,4.8828124e-06,-0.0019669342,-0.0024809265,-0.0023732758,-0.0021627808,-0.00027351378,0.0006956482,0.0005921173,-0.0015911865,0.002499008,-0.0010057068,-0.00063682557,-0.0007022095,0.0023662567,-0.0018818665,0.0005805206,-0.0006677246,0.0015938568,2.029419e-05,0.0021347809,-0.0014096069,-0.0013025665,-0.0020960998,-0.0018334198,-0.0015997314,-0.0015573883,0.0012220764,-0.0009334564,0.0013400269,0.0018450165,0.000677948,0.001475296,0.001237793,0.0011702728,-0.0017753601,-0.0017165375,-0.0018283081,-6.599426e-05,0.0020652772,-0.001368332,-0.0015301513,-0.0020981599,0.0016529846,-0.0020894622,-0.0002896118,0.0010894012,-0.0023091126,-0.0022393037,0.0007214355,0.0017623139,0.0021321105,0.0010727692,0.0015811158,-0.001563797,-0.001820221,0.001987381,-0.0013824463,0.00087669375,0.0002870178,0.0008951569,-0.0005911255,9.941101e-05,-0.0008430481,-0.0005632782,</s>,
0.04019964,-0.09378254,-0.00037276943,-0.009797455,-0.027822938,0.10934225,-0.059845235,0.019090408,0.09135997,0.0067496933,0.049281944,0.10230902,0.020305734,-0.041824184,0.026126835,-0.066306934,0.024179762,-0.08153493,-0.040540066,0.013987743,0.00069083436,0.08876644,-0.05474573,0.049244486,0.0448375,-0.018659178,-0.08164909,-0.032646514,-0.064441115,-0.1551241,-0.05029286,-0.033882406,-0.04990762,0.052066755,0.0034975233,-0.030363584,0.12760141,-0.086485915,-0.062265556,-0.033964302,0.08545465,0.047124166,0.085211985,0.020998072,-0.065595545,-0.037151255,0.055335775,-0.0034193138,-0.13120283,-0.016992329,-0.13536367,-0.0119614415,0.08231335,0.07898708,0.07088981,-0.011258578,-0.052196264,0.14803842,0.07668555,-0.029487321,-0.015353952,0.03258347,0.07794113,0.0056931367,-0.038415153,0.0045004217,0.033457022,-0.05252466,-0.08109808,0.0368525,0.010088713,-0.11171879,-0.015245695,-0.015443211,-0.016052762,0.055356454,-0.06312661,0.07074463,0.037615295,-0.03139028,-0.07623815,0.05301896,0.034632813,0.05425743,0.045544457,-0.021414226,0.08059099,-0.008292706,-0.026703408,0.014959101,0.028327648,-0.05764589,-0.003332449,0.12264094,-0.059196483,-0.09510392,-0.04291525,-0.0567262,-0.014751045,0.013842407,0.07733997,-0.024889896,0.069551066,0.088852875,0.071172334,0.027225228,0.1087643,0.074618764,0.15106137,-0.06087411,-0.11943589,-0.032930255,0.041240364,-0.007908742,0.010082839,-0.03213253,-0.15252616,0.024480257,0.08544338,0.0146232555,0.09916703,0.06901251,-0.01839541,0.0547998,-0.006881262,-0.03484186,-0.093153395,-0.023390772,-0.11278329,0.020656465,-0.107848465,-0.027791424,0.021997489,0.030119713,-0.0037744292,-0.0726829,0.09770298,-0.0048234714,0.078621626,0.082895726,-0.04756213,0.029631957,-0.03569304,0.0071517713,0.04928011,0.010059032,0.051728897,0.026284112,-0.012445234,0.095224544,-0.0817405,-0.06586551,0.02327503,0.072721936,-0.007018627,0.0066660466,0.037746046,0.02785828,-0.0013311671,-0.057646297,-0.010260875,-0.018161796,0.07515117,0.093570404,-0.014154701,0.04568135,0.02458356,0.03071616,-0.058029376,-0.07100291,0.036405336,0.0295446,0.16404165,-0.13006957,0.09353684,-0.04054525,0.05408372,-0.13397352,0.00854421,-0.042397972,-0.030603642,0.042118862,0.043220565,-0.04434629,-0.044776157,-0.013002274,-0.10480295,0.023684042,-0.07385362,-0.05283037,0.04462681,0.0076829176,0.03682673,-0.034463868,0.15252243,-0.029285537,0.07261389,-0.086339384,0.003769418,-0.02135648,de,
0.04113592,-0.07435574,-0.013305731,-0.054086216,-0.037539747,0.11410144,-0.060049735,0.07620319,0.11820073,0.020310761,0.04263328,0.05658586,0.06431537,-0.031305775,0.018567324,-0.029930308,-0.013388097,-0.058492895,-0.034061786,0.020565933,0.016771127,0.058691606,-0.04722766,0.10060278,0.029463645,-0.012282151,-0.058111154,-0.10015898,-0.095777854,-0.13262439,-0.06407454,-0.00042490862,-0.06077471,0.08661214,0.056572746,-0.037269134,0.16921481,-0.081082664,-0.058615103,0.015089576,0.13007356,0.08489133,0.10404086,0.0012172081,-0.09769597,0.055813577,-0.02146185,0.013211609,-0.12916231,-0.0060584536,-0.17673364,-0.030017989,0.089461066,0.009191681,0.06619305,-0.018409275,-0.040786102,0.13049313,0.07866498,-0.028187273,0.03231034,0.06870305,0.039311465,0.018407244,-0.0069712307,-0.017260285,0.08301416,-0.052681305,-0.054743852,0.026551835,0.009884915,-0.07837329,0.042428143,-0.056876253,-0.016122138,0.09789583,-0.06787338,0.05638598,0.06874824,-0.028914535,-0.048492275,-0.04161819,0.03777617,0.07635182,0.040168464,0.0023447904,0.05655672,-0.014601331,-0.0720273,0.0012527886,0.016670713,-0.08178596,0.03277863,0.10785088,-0.1168796,-0.097883746,-0.08880878,-0.046668638,0.0044184914,-0.0009837353,0.03383362,-0.07526751,0.062639564,0.037989873,0.045156628,0.05311023,0.11239643,0.097942814,0.14322713,-0.05962018,-0.09709442,-0.05603092,0.055534165,0.004888918,-0.009739584,-0.028982533,-0.20919582,-0.007813534,0.124790736,0.007943974,0.03952806,0.0975032,-0.054312218,0.058845885,0.011023871,-0.011103638,-0.10694257,-0.021470882,-0.10225085,0.023134215,-0.08866152,0.0025336896,0.012025901,0.037191786,0.00012515961,-0.019495979,0.14898533,-0.0022542009,0.07144229,0.052473065,-0.0014333847,0.015917635,-0.043294124,-0.027468871,0.0076622055,-0.033843417,0.06055479,0.03330129,-0.04250596,0.10479903,-0.038003538,-0.09420345,0.015093136,0.072730996,0.009282736,-0.0076010125,0.045906775,0.007578538,-0.03683681,-0.06970905,0.07504395,-0.014567825,0.049004275,0.069861814,0.015495214,0.06920956,0.016701952,0.06073118,-0.050049324,-0.09305361,0.083294645,0.06880898,0.17280076,-0.114884354,0.07697459,-0.010606672,0.033577,-0.1245442,0.0028479195,-0.060578916,-0.046032038,0.058275938,0.018777348,-0.050269116,-0.022505086,-0.03376315,-0.11143523,0.015532352,-0.060262997,0.010755869,0.04148086,-0.060540564,-0.027019963,-0.014481064,0.15248892,-0.07724498,0.10193607,-0.1300619,0.06160564,-0.019732852,la,
0.044245422,-0.09101166,-0.040560406,-0.002976873,-0.0038827604,0.11554554,-0.012687433,0.03204277,0.06208759,0.013996168,0.044357777,0.11143595,-0.049682755,-0.0790305,0.08672092,-0.052601747,0.0141383605,-0.058140106,-0.0016144029,0.015868247,0.0010514267,0.09097306,-0.07762973,0.03154454,0.058158353,-0.07280221,-0.054620042,-0.038015593,-0.13048977,-0.14413418,-0.050968975,-0.047886807,-0.040040877,0.046201207,0.017321484,-0.0066224737,0.09955602,-0.05268742,-0.08161166,-0.023443818,0.025231672,0.12779798,0.059608746,0.011512073,-0.05142838,-0.059457872,0.04318524,-0.025652321,-0.074324794,-0.024538035,-0.10910833,-0.0078035165,0.061820943,0.07984253,0.12232787,-0.035355534,-0.039164048,0.10547941,0.060248677,-0.009836564,-0.016649198,-0.0045417254,0.12608372,-0.026179647,-0.0510264,0.0032987322,-0.01294584,-0.010309971,-0.008062173,0.008871501,0.023963677,-0.07930311,0.013002692,0.01888246,-0.0065964973,0.08173941,-0.06212511,0.08245746,-0.006492267,-0.0002781544,-0.10867459,0.051898316,0.070348695,0.09643732,0.012039543,0.047985576,0.05766125,-0.059281927,-0.01900704,0.0073164306,0.027947647,0.027281271,-0.0046355184,0.12572512,-0.033067916,-0.089349,-0.031181563,-0.04551271,-0.03667288,0.012508064,0.045653284,-0.08717306,0.032438494,0.0740632,0.08858172,0.03354662,0.10963569,0.12874492,0.14865161,-0.060855884,-0.091956034,-0.0376295,0.016232,0.0061346837,-0.0043421136,0.0026586673,-0.095347375,0.023812307,0.086605854,0.01824069,0.08269834,0.07091452,-0.01269342,0.098664835,-0.0059497654,-0.039733708,-0.10412648,-0.006604457,-0.089890815,0.014336404,-0.08555966,0.00085432,0.043428846,-0.0032730429,-0.0154164955,-0.052516736,0.08759282,0.007980917,0.09687298,0.08156833,-0.057972006,0.07539271,-0.03994529,0.024499068,0.07585123,0.024762064,0.003897174,0.020430053,0.024530416,0.024021078,-0.07793128,-0.07380537,0.0021715355,0.06705204,-0.0045188083,-0.033705298,0.025553033,0.071324915,-0.03044796,-0.06692921,0.0039823796,-0.035652526,0.066906735,0.052876726,-0.04156778,0.06288301,0.07215823,0.047067475,-0.05212148,-0.057135727,0.014932071,-0.018523922,0.1670072,-0.13414662,0.06799909,-0.0071734563,0.07647271,-0.11732273,-0.0024040877,-0.052724123,-0.065122366,0.039755147,0.028634949,-0.016848736,-0.00017917716,0.021424446,-0.053412884,-0.027062878,-0.07617458,-0.06643034,0.10358321,0.02204433,0.0061763804,-0.0589781,0.16355464,-0.007597863,-0.0040814267,-0.06495483,-0.048294835,-0.016738134,et,
-0.039217163,-0.07916534,0.030475015,0.018034909,-0.00367549,0.051357128,-0.057507966,0.012454103,0.08076807,-0.08315516,-0.011223639,0.13455999,-0.017386317,-0.01964278,0.057482284,-0.009632228,0.04710669,-0.107909255,0.072341226,0.08899169,-0.060696397,0.035753448,-0.04129318,-0.020560518,-0.017206082,-0.011410827,-0.053481903,-0.029947726,-0.06290439,-0.16070262,-0.020683197,0.013743464,-0.09595653,0.079614505,0.03178081,-0.019790998,0.121547095,-0.09520583,-0.05405528,0.003513846,0.028333345,0.11334017,0.07114172,0.00060490926,-0.068107255,-0.052348163,0.024103124,0.013427437,-0.12921114,-0.10862768,-0.12726979,0.015664177,0.06766689,0.008191732,0.0116388565,0.037694037,-0.012474518,0.10550666,0.058414828,-0.07410287,0.012937048,-0.040223297,0.014464168,-0.02416986,-0.057969563,-0.04438783,0.056200147,-0.009996787,-0.051065948,-0.031262275,-0.013398337,-0.14388502,0.07967474,-0.03600346,-0.0520011,0.080251604,-0.06800203,0.12983644,0.031916767,-0.008879824,-0.081087075,0.03626254,0.033794723,0.039004155,0.023003237,-0.080303326,0.078795716,-0.041668702,0.029229788,-0.008880437,-0.023298224,0.01855022,-0.022027794,0.0728813,-0.05384,-0.09659203,-0.005482759,-0.047181077,-0.007199161,-0.009889405,0.032622617,-0.03109785,0.08392866,0.08209374,0.04926249,0.0636929,0.100151084,0.016665813,0.18946925,-0.10071219,-0.08653397,0.029905388,0.05065707,0.07400605,-0.028514877,0.037479967,-0.132133,0.08244948,0.04735951,0.089862816,0.042024683,0.070302024,-0.051350962,0.09217561,0.027622836,-0.06482091,-0.06340653,-0.09336033,-0.065915264,-0.010741024,-0.07739685,-0.03250383,0.035756674,0.04745042,-0.02535395,-0.029476387,0.07848754,0.0117519265,0.043306984,0.08985055,-0.050578833,-0.034263387,-0.048893504,0.017178234,0.015791025,0.0435343,0.08521716,0.09154903,-0.002477979,0.09804483,-0.041597065,-0.001771498,0.015013174,0.068691604,-0.013887412,0.08407678,0.02404902,0.058665536,0.019067833,-0.066799015,-0.056686535,-0.00081073225,0.02083954,0.08576553,0.004336014,0.08997615,0.12277889,-0.016662555,0.015337406,-0.014388611,0.057068806,-0.06557806,0.15913463,-0.052908085,0.026296759,-0.04602592,0.01659359,-0.106071375,-0.049514677,-0.018568099,-0.05195282,0.024017587,0.033555925,-0.113776155,-0.06705043,-0.008792832,-0.046280187,0.02523761,-0.043626495,-0.05245071,0.06568798,-0.069504,0.046965797,-0.08040741,0.09121659,-0.027176626,0.13505043,-0.047159676,-0.015492383,-0.06819257,le,
-0.006794998,-0.056457147,0.015892006,-0.060762685,-0.052195642,0.12676509,-0.048944388,0.073529325,0.10210055,-0.026489316,0.051885337,0.010184311,0.044571508,-0.014068406,0.025699722,-0.009683593,0.062139094,-0.07602937,0.09782284,0.045291644,0.03516973,0.10700988,-0.027916776,0.13398156,0.006740977,-0.083283566,0.0019980643,-0.06488502,-0.1261289,-0.11290185,-0.073724195,-0.056691658,-0.09669564,0.0755912,-0.03822768,-0.027944818,0.13941221,-0.10181374,-0.054525208,0.008191239,0.055047434,0.12777929,0.09729529,-0.002493512,-0.041891273,-0.033597715,-0.011552298,-0.0009559064,-0.14439552,-0.0603124,-0.15629643,-0.066768155,-0.000102645696,0.058782127,0.095900565,0.049330797,-0.029071508,0.13073404,-0.015855914,-0.04778914,0.0059052506,0.040355142,0.10388934,-0.043204524,-0.07946258,-0.020101039,0.035768602,-0.047547948,-0.13453759,0.057823084,0.04658486,-0.08343591,0.044279248,-0.022286221,0.038286366,0.08474315,-0.065151736,0.04273207,0.06653346,-0.008386103,-0.12202424,0.007040155,0.07278376,0.08364248,0.050713398,0.009054984,0.10454325,-0.024731223,-0.045370307,0.032081123,-0.030098988,-0.006111104,0.06763929,0.07482755,-0.09184012,-0.06476209,-0.024220044,-0.0008047408,-0.00073394156,0.033721585,0.054510042,-0.048455603,0.060916036,0.08453985,0.06692891,0.0129910875,0.09927358,0.07674122,0.12542707,-0.114882275,-0.12010099,-0.054076836,0.038737588,0.08543285,-0.049181476,0.02113418,-0.10789578,0.086612925,0.078506485,0.035063487,0.00089699,0.08312928,-0.019712307,0.09449079,0.044248264,-0.016104577,-0.060241923,-0.04641003,-0.07447404,0.032972954,-0.086681336,-0.040643666,0.05661012,0.057296224,0.021919085,-0.144138,0.10194636,0.017939206,0.06310252,0.09084289,-0.076210365,0.020322556,-0.05138384,-0.024428053,0.007054657,0.08484503,0.04026975,0.06816683,-0.040024962,0.053624667,-0.020155042,-0.09638089,0.047634136,0.09365775,0.008316148,0.045297943,0.03928536,0.04351294,-0.053185996,-0.055219777,0.078577794,-0.043605812,0.016615415,0.07654359,-0.01185695,0.054569233,0.10908404,0.027659273,-0.06362476,-0.09088719,0.06514134,0.016856594,0.16313586,-0.037964452,0.0328139,-0.08168291,0.00068495836,-0.15206912,0.017682156,-0.03445471,-0.06188754,0.013679541,0.024580173,-0.014331074,-0.034811024,-0.04953626,-0.020971153,0.04172697,-0.05479972,0.06793401,0.018929316,-0.088496014,-0.018829074,-0.036805637,0.069658145,-0.05328009,0.07441461,-0.08479314,-0.038325682,-0.04330251,l',
0.037665494,-0.059216104,-0.02392546,-0.013135839,-0.02236313,0.17449847,-0.039461274,-0.004501359,0.032127146,-0.013594453,0.0975284,0.10892139,-0.049632214,-0.119347185,0.081326775,-0.07758739,0.033358913,-0.10586666,0.04401721,0.034020007,-0.044225797,0.0889712,-0.118212245,0.0906116,0.073118754,-0.019450942,-0.1032714,-0.071843274,-0.08765176,-0.1393479,0.0035302,-0.07965833,0.06041756,0.081692755,-0.0008700529,0.0050312695,0.092472255,-0.07267004,-0.07908712,-0.030381357,0.014456533,0.10821116,0.05110463,-0.026607117,-0.16696383,-0.098140985,0.023171337,-0.083210856,-0.086938195,-0.09179379,-0.08302518,-0.00086838653,0.056146417,0.02921516,0.097766936,-0.03222986,-0.09885223,0.1494069,0.03386458,0.012808863,-0.042683404,0.020702625,0.073612474,-0.010610844,-0.018908424,-0.027113145,0.068141624,-0.06832506,-0.013147556,-0.047394656,0.047876228,-0.103126734,-0.05775734,0.017035129,0.013930298,0.107157476,-0.020238427,0.15552899,-0.088450894,-0.006824245,-0.047991086,0.032215804,0.057020225,0.0947249,-0.03237858,0.026646346,0.053165805,0.021540657,0.034902453,0.04535524,0.06896977,0.0136162285,0.06440646,0.14191961,-0.009759851,-0.12984872,-0.02229084,-0.068420514,-0.1236903,-0.082540184,0.01788085,-0.022514658,-0.0063096844,0.119617656,0.046270672,0.03349392,0.13447379,0.11381773,0.13061234,-0.09765587,-0.0813096,-0.041025646,0.008007813,-0.048228793,-0.020656656,0.02240112,-0.11331898,0.04075024,0.07482454,0.10567848,0.025654728,0.06396145,-0.07929222,0.10733793,0.021914324,-0.10938693,-0.0052869627,0.007667279,-0.041525524,0.002428515,-0.043971717,0.030393865,0.0033083833,-0.083786584,0.0037275003,-0.018567756,0.092770845,0.079879165,0.117834516,0.095701456,-0.045557797,0.07652387,-0.031737868,0.015733544,0.11815865,-0.012085458,-0.027122598,0.019613056,0.055195868,0.011518409,-0.11905115,-0.031028803,0.012640115,0.09718134,0.013829046,-0.061004017,0.051846083,0.07063712,0.10347595,-0.054129064,0.08907945,-0.030611811,0.10907223,-0.0034879043,-0.06982183,-0.003863897,0.071901985,0.09480097,-0.034973536,0.009414093,-0.017999988,-0.039802305,0.14787436,-0.12082971,0.068128236,0.009201053,0.004302184,-0.077086486,-0.07675264,-0.09050553,-0.10388752,-0.017695509,0.05065513,0.011079585,0.015578825,0.05013247,-0.044426836,-0.0036645203,-0.12106917,-0.07170178,0.011006778,0.0634821,0.045606434,-0.068998545,0.1537938,0.006695336,-0.0402375,-0.036711358,-0.08199641,-0.06149877,les,
-0.010602493,-0.11017579,0.003948449,0.0002172256,-0.051582176,0.12913293,-0.025488928,-0.015385267,0.117807366,-0.03793018,0.05120886,0.08745371,-0.025599226,-0.033126526,0.02019379,-0.02287278,0.010943877,-0.12595062,0.062318046,0.057944085,0.0021242413,0.094180055,0.01125705,0.029758252,0.040052015,-0.020814072,-0.05467391,-0.086310595,-0.0435368,-0.12100908,-0.060311902,-0.027796501,-0.029234258,0.105551265,-0.028752975,-0.032951657,0.11378641,-0.08310116,-0.08940106,-0.041327458,0.053485543,0.04364886,0.07675585,0.027934438,-0.081588276,-0.015897635,0.017667126,-0.030629003,-0.11691845,-0.04603844,-0.0932621,-0.022798091,0.10774479,0.046577096,0.040221136,-0.035228454,-0.048016384,0.17992997,0.054175124,-0.0479027,0.013370011,0.0045401715,0.032075897,-0.056180663,-0.03687855,-0.0067895157,0.0032316186,-0.024635907,-0.042034123,0.020679573,-0.008821056,-0.053122435,-0.003847467,-0.026362447,-0.0028842776,0.121956356,-0.07243645,0.061753687,0.010046125,-0.035991304,-0.10730965,-0.029510481,0.04228284,0.04161482,0.030845815,-0.04207517,0.057969015,-0.00886066,0.023041088,0.0025588493,-0.022020591,0.029969636,-0.015724424,0.122495465,-0.07718185,-0.108756766,-0.046983242,-0.04417165,0.0017214038,-0.011483144,0.06379865,-0.07763118,0.10103724,0.13654624,0.06384465,0.05810452,0.08241702,0.03218214,0.16823448,-0.055069037,-0.090760894,0.0029360882,0.05645098,0.050880637,-0.003837996,0.022627274,-0.1142841,0.027450021,0.055639688,0.025811534,0.071912855,0.07109567,-0.0145552205,0.01232432,-0.013377902,-0.022219326,-0.069164716,-0.0052101244,-0.14157347,0.00048842304,-0.07377866,-0.006799841,0.020465128,0.035759687,0.01832024,0.010954497,0.09126697,0.004444199,0.0961026,0.05777538,-0.056904968,0.023574606,-0.030921733,0.033885192,0.042929303,-0.0012067003,-0.0112843085,0.017906718,-0.031541415,0.057338834,-0.11018621,-0.025224306,-0.019491756,0.059908815,0.0023497958,0.029323563,0.013696829,0.054766912,-0.038477916,-0.08526463,0.012244276,-0.008801401,0.020847466,0.069705546,0.052480042,0.02698812,0.053182844,0.023134599,-0.0034612992,-0.05333483,0.020148398,-0.003368238,0.12550122,-0.08148296,0.07279986,-0.034466077,0.023202745,-0.12501502,-0.056656986,-0.05561298,-0.048008226,0.02598815,-0.0114989905,-0.053931277,-0.035377983,-0.0004075817,-0.08539081,-0.026553832,0.0050651855,-0.03917532,0.00015343726,-0.0062560365,0.013206687,-0.088311054,0.0818659,-0.024078004,0.077481546,-0.093054086,-0.018004019,-0.06968946,à,
0.023740048,-0.104172,-0.004152317,-0.025192639,-0.09565395,0.14675212,0.0066829678,0.055383388,0.030684501,0.05249827,0.072646424,0.05349477,-0.025460739,-0.09032869,0.08872022,-0.08006181,-0.00010041717,-0.09905021,0.0480779,0.01679931,-0.023582155,0.13478194,-0.10745563,0.10978404,0.03970226,-0.07476154,-0.11226041,-0.061284974,-0.13548262,-0.14835218,-0.013689902,-0.04269722,0.026273664,0.027826155,-0.056974348,0.023180397,0.13172765,-0.053025365,-0.021588976,0.021628529,0.051070206,0.06765725,0.052204672,-0.0014396798,-0.08572036,-0.078517005,0.029985648,-0.060486227,-0.07099518,-0.06441798,-0.089864135,0.0071035554,0.00899531,0.11251941,0.11949412,0.011509867,-0.059923194,0.16098966,0.048415072,0.00033421116,-0.06212213,0.04651148,0.15027264,0.04335732,-0.019872315,0.0277973,0.046910774,-0.04918249,-0.044564307,0.023826754,0.025349863,-0.1074079,-0.046625245,0.06466178,0.04674236,0.084778674,-0.04628083,0.14336866,-0.03305733,0.00025243944,-0.06873745,0.047522727,0.026229836,0.13535279,-0.054576978,0.035071976,0.08801913,0.015458925,-0.046342015,0.050149444,0.09853384,-0.008547925,0.046078917,0.19030042,0.031290576,-0.089228995,0.027183753,-0.09160125,-0.12900636,-0.04608993,-0.013848729,-0.07184699,-0.036567368,0.11164211,0.061918054,0.05287592,0.12528108,0.120001495,0.131385,-0.079485625,-0.04863154,-0.05289416,0.009668867,-0.037108332,-0.03146568,-0.0070932927,-0.11860312,0.0016402106,0.08895401,0.06434332,0.07923633,0.07651415,-0.0544988,0.11905058,0.002239779,-0.07802162,-0.03499779,0.010122903,-0.08222501,0.015578026,-0.09826861,0.035304002,0.018300418,-0.07445643,-0.012474223,-0.090684205,0.08543658,0.055926695,0.117140844,0.120681554,-0.054143596,0.062097047,-0.08118338,0.008845441,0.13731135,0.004590893,0.029904218,0.0130104525,0.07699359,0.02599181,-0.11009099,-0.045693092,0.034741055,0.07767108,0.019331167,-0.022927592,0.015148528,0.06884938,0.053961195,-0.029337198,0.046490178,-0.04326821,0.12077927,0.023875894,-0.098598704,0.044372648,0.03211701,0.100579835,-0.07927411,-0.04842263,0.015689002,-0.0022990117,0.169037,-0.11828393,0.06357463,-0.014067706,0.056317415,-0.07474023,-0.00864179,-0.09980369,-0.048958957,0.06496126,0.037333794,0.035959374,-0.012046906,0.044584475,-0.002352765,0.022839919,-0.14587602,-0.06615368,0.056824688,0.016137993,0.0066371514,-0.031544562,0.19293232,-0.004861556,-0.0571276,-0.05801263,-0.03769839,-0.07475127,des,
8.7669825e-05,-0.068269454,0.016350502,-0.033473685,-0.070181556,0.10800076,-0.041269038,0.011920882,0.11940019,0.050103914,0.05427787,0.04326306,-0.01096492,-0.005873012,-0.0072524175,-0.03469507,0.05538346,-0.0935049,0.018083356,0.09599172,0.018539872,0.1485177,-0.07045055,0.048177868,0.03251632,-0.080315575,-0.04803988,-0.0610114,-0.07694066,-0.09404044,-0.13846366,-0.08178482,-0.05780738,0.0028785064,-0.056953445,-0.023044221,0.09246864,-0.08546743,-0.03890679,-0.06450708,0.06452813,0.07444812,0.037599504,0.047355257,-0.019452147,-0.07957672,0.023464406,-0.03141901,-0.112904124,-0.08723781,-0.09787307,-0.027281497,-0.008393659,0.12700947,0.107415915,0.022783991,-0.020938026,0.20123503,-0.023370935,-0.06951826,-0.010053642,0.006467225,0.12799472,-0.033726126,-0.04135155,0.0038777578,0.01876541,-0.039404865,-0.08678771,0.02643745,0.013181724,-0.08750525,0.0064774877,0.005214641,0.043216724,0.06123957,-0.060809184,0.090281144,0.042091567,0.0026271995,-0.1813943,0.0008746943,0.072110064,0.11631176,-0.021571517,-0.026143102,0.108537436,-0.022657119,-0.012047197,0.031851053,-0.0076185674,-0.015028735,0.027017007,0.099796735,-0.08930666,-0.08245937,0.0066484143,-0.060581315,-0.018569766,0.052645706,0.1131218,-0.045871932,0.07417995,0.08705839,0.08909935,0.013427418,0.076928,0.07978272,0.15256284,-0.060918227,-0.123601295,-0.055560302,0.011371019,0.039488588,0.012838415,-0.0058481484,-0.053921502,0.03079866,0.107558705,0.04384528,0.087799124,0.0878563,0.013143429,0.060834955,0.006543107,-0.05648862,-0.037934937,-0.038515963,-0.14568882,0.011048731,-0.095957376,0.0036601357,0.010860961,0.06300912,-0.0050291386,-0.08009413,0.12356242,-0.017617317,0.052568268,0.106219426,-0.0446615,0.03447461,-0.062451303,0.00016259518,0.012440047,0.089362875,0.027963249,0.030517027,0.004637789,0.04008049,-0.063113905,-0.0697152,0.069307245,0.034876373,0.004835553,0.040098365,0.038041715,0.03352756,-0.041488733,0.005680033,0.03501099,-0.062614486,0.06989303,0.036250442,-0.0535521,-0.03503101,0.083430775,-0.008166496,-0.0923697,-0.11183062,-0.019581022,0.020104395,0.19428086,-0.02680057,0.042995855,-0.0626404,0.019790938,-0.119969234,0.012597068,-0.06948869,-0.09748239,0.045756996,0.01539908,0.0061349524,-0.057170346,-0.062556356,-0.030528186,0.082846105,-0.055177722,0.007830914,0.037236564,-0.009612743,-0.011831066,-0.04972757,0.1274578,-0.03759764,0.05626302,-0.095020816,-0.05377873,-0.062056288,d',
